requestId,acquire_locks_start,acquire_locks_end,processing_start,processing_end,consistency_protocol_start,consistency_protocol_end,commit_start,commit_end,lock_duration,processing_duration,consistency_duration,commit_duration,consistency_preprocessing_start,consistency_preprocessing_end,consistency_preprocessing_duration,consistency_compute_ack_records_start,consistency_compute_ack_records_end,consistency_compute_ack_records_start_duration,consistency_join_deployments_start,consistency_join_deployments_end,consistency_join_deployments_duration,consistency_subscribe_ack_events_start,consistency_subscribe_ack_events_end,consistency_subscribe_ack_events_duration,consistency_write_acks_start,consistency_write_acks_end,consistency_write_acks_duration,consistency_issue_invalidations_start,consistency_issue_invalidations_end,consistency_issue_invalidations_duration,consistency_early_unsubscribe_start,consistency_early_unsubscribe_end,consistency_early_unsubscribe_duration,consistency_wait_for_acks_start,consistency_wait_for_acks_end,consistency_wait_for_acks_duration,consistency_clean_up_start,consistency_clean_up_end,consistency_clean_up_duration,transactionStart,transactionEnd,transactionId,success
UNKNOWN,1646931788741,1646931788742,1646931788742,1646931788742,1646931788742,1646931788742,1646931788742,1646931788743,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931788741,1646931788743,8821442847635882686,true
UNKNOWN,1646931789829,1646931789829,1646931789829,1646931789830,1646931789830,1646931789830,1646931789830,1646931789830,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789829,1646931789830,1489817232553298909,true
UNKNOWN,1646931784523,1646931784524,1646931784524,1646931784525,1646931784525,1646931784525,1646931784525,1646931784525,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931784523,1646931784525,5891973729466269706,true
UNKNOWN,1646931789826,1646931789827,1646931789827,1646931789827,1646931789827,1646931789827,1646931789827,1646931789827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789826,1646931789827,6398253537219333755,true
UNKNOWN,1646931789707,1646931789708,1646931789708,1646931789708,1646931789708,1646931789708,1646931789708,1646931789709,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789707,1646931789709,8503643913498804700,true
UNKNOWN,1646931789767,1646931789768,1646931789768,1646931789769,1646931789769,1646931789769,1646931789769,1646931789769,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789767,1646931789769,8505469743942813164,true
UNKNOWN,1646931788845,1646931788845,1646931788845,1646931788846,1646931788846,1646931788846,1646931788846,1646931788846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931788844,1646931788846,4493519953021912439,true
UNKNOWN,1646931788826,1646931788827,1646931788827,1646931788827,1646931788827,1646931788827,1646931788827,1646931788828,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931788826,1646931788828,1570281362770710385,true
UNKNOWN,1646931789642,1646931789643,1646931789643,1646931789643,1646931789643,1646931789643,1646931789643,1646931789644,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789642,1646931789644,2043958827094722608,true
UNKNOWN,1646931789749,1646931789750,1646931789750,1646931789750,1646931789750,1646931789750,1646931789750,1646931789750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789749,1646931789750,815939259122073760,true
UNKNOWN,1646931784550,1646931784551,1646931784551,1646931784551,1646931784551,1646931784552,1646931784552,1646931784552,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931784550,1646931784552,4302264124348646884,true
UNKNOWN,1646931789423,1646931789424,1646931789424,1646931789425,1646931789425,1646931789425,1646931789425,1646931789425,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789423,1646931789425,6089182451382766106,true
UNKNOWN,1646931789617,1646931789618,1646931789618,1646931789618,1646931789618,1646931789619,1646931789619,1646931789619,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789617,1646931789619,8071558407070304976,true
UNKNOWN,1646931789645,1646931789646,1646931789646,1646931789646,1646931789646,1646931789646,1646931789646,1646931789647,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789645,1646931789647,8041313791047910408,true
UNKNOWN,1646931789948,1646931789949,1646931789949,1646931789949,1646931789949,1646931789949,1646931789949,1646931789950,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789948,1646931789950,4482388403706152422,true
UNKNOWN,1646931784534,1646931784535,1646931784535,1646931784535,1646931784535,1646931784535,1646931784535,1646931784535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931784534,1646931784535,469164479297700556,true
UNKNOWN,1646931789713,1646931789714,1646931789714,1646931789715,1646931789715,1646931789715,1646931789715,1646931789715,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789713,1646931789715,4179618272942770191,true
UNKNOWN,1646931789944,1646931789946,1646931789946,1646931789946,1646931789946,1646931789946,1646931789946,1646931789946,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789944,1646931789946,6149225253808917832,true
UNKNOWN,1646931789752,1646931789752,1646931789752,1646931789753,1646931789753,1646931789753,1646931789753,1646931789753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789751,1646931789753,7846684669538225209,true
UNKNOWN,1646931784484,1646931784485,1646931784485,1646931784485,1646931784485,1646931784486,1646931784486,1646931784486,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931784484,1646931784486,5660337496526244072,true
UNKNOWN,1646931788823,1646931788824,1646931788824,1646931788824,1646931788824,1646931788824,1646931788824,1646931788825,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931788823,1646931788825,8384144461939689717,true
UNKNOWN,1646931784435,1646931784436,1646931784436,1646931784437,1646931784437,1646931784437,1646931784437,1646931784437,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931784435,1646931784437,3191180998111874231,true
UNKNOWN,1646931784437,1646931784439,1646931784439,1646931784439,1646931784439,1646931784439,1646931784439,1646931784439,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931784437,1646931784439,3050829736524333450,true
UNKNOWN,1646931790065,1646931790065,1646931790065,1646931790066,1646931790066,1646931790066,1646931790066,1646931790066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931790065,1646931790066,984060107679024264,true
UNKNOWN,1646931784563,1646931784564,1646931784564,1646931784564,1646931784564,1646931784564,1646931784564,1646931784565,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931784563,1646931784565,6945532532676774622,true
UNKNOWN,1646931788841,1646931788842,1646931788842,1646931788843,1646931788843,1646931788843,1646931788843,1646931788843,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931788841,1646931788843,5598336127230626297,true
UNKNOWN,1646931789789,1646931789790,1646931789790,1646931789790,1646931789790,1646931789805,1646931789805,1646931789806,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789789,1646931789806,4887046001293215345,true
UNKNOWN,1646931790025,1646931790026,1646931790026,1646931790026,1646931790026,1646931790026,1646931790026,1646931790026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931790025,1646931790026,3206187481490997609,true
UNKNOWN,1646931788749,1646931788750,1646931788750,1646931788750,1646931788750,1646931788750,1646931788750,1646931788750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931788749,1646931788750,1032957167927250816,true
UNKNOWN,1646931788747,1646931788748,1646931788748,1646931788748,1646931788748,1646931788748,1646931788748,1646931788749,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931788747,1646931788749,5278901865078475754,true
UNKNOWN,1646931789924,1646931789925,1646931789925,1646931789925,1646931789925,1646931789925,1646931789925,1646931789926,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789924,1646931789926,6971941119174066827,true
UNKNOWN,1646931789765,1646931789766,1646931789766,1646931789766,1646931789766,1646931789766,1646931789766,1646931789766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789765,1646931789766,4340267181790152300,true
UNKNOWN,1646931789938,1646931789939,1646931789939,1646931789939,1646931789939,1646931789940,1646931789940,1646931789940,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789938,1646931789940,9072198226126520709,true
UNKNOWN,1646931784619,1646931784620,1646931784620,1646931784621,1646931784621,1646931784621,1646931784621,1646931784621,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931784619,1646931784621,4892181729239974244,true
UNKNOWN,1646931784471,1646931784472,1646931784472,1646931784472,1646931784472,1646931784472,1646931784472,1646931784472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931784471,1646931784472,4429269681794993093,true
UNKNOWN,1646931789478,1646931789479,1646931789479,1646931789480,1646931789480,1646931789480,1646931789480,1646931789480,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789478,1646931789480,5845409808000438223,true
UNKNOWN,1646931788829,1646931788830,1646931788830,1646931788830,1646931788830,1646931788830,1646931788830,1646931788831,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931788829,1646931788831,3487512291400304562,true
UNKNOWN,1646931789446,1646931789447,1646931789447,1646931789447,1646931789447,1646931789447,1646931789447,1646931789448,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789446,1646931789448,4476862744351755269,true
UNKNOWN,1646931789775,1646931789776,1646931789776,1646931789777,1646931789777,1646931789777,1646931789777,1646931789777,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789775,1646931789777,7374480460305288573,true
UNKNOWN,1646931789836,1646931789837,1646931789837,1646931789837,1646931789838,1646931789838,1646931789838,1646931789838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789836,1646931789838,2805005157058168048,true
UNKNOWN,1646931789464,1646931789465,1646931789465,1646931789465,1646931789465,1646931789465,1646931789465,1646931789466,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789464,1646931789466,1942102779947010047,true
UNKNOWN,1646931789735,1646931789736,1646931789736,1646931789737,1646931789737,1646931789737,1646931789737,1646931789737,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789735,1646931789737,924933569151975482,true
UNKNOWN,1646931790022,1646931790023,1646931790023,1646931790023,1646931790023,1646931790024,1646931790024,1646931790024,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931790022,1646931790024,5960034855583564823,true
UNKNOWN,1646931790062,1646931790063,1646931790063,1646931790063,1646931790063,1646931790063,1646931790063,1646931790063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931790062,1646931790063,2192835601652795438,true
UNKNOWN,1646931789398,1646931789399,1646931789399,1646931789399,1646931789399,1646931789399,1646931789399,1646931789400,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789398,1646931789400,1844518183442334813,true
UNKNOWN,1646931789770,1646931789771,1646931789771,1646931789771,1646931789771,1646931789771,1646931789771,1646931789772,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789770,1646931789772,2228235438651950434,true
UNKNOWN,1646931789841,1646931789842,1646931789842,1646931789843,1646931789843,1646931789843,1646931789843,1646931789843,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931789841,1646931789843,4954506082484047345,true
UNKNOWN,1646931790030,1646931790031,1646931790031,1646931790031,1646931790031,1646931790031,1646931790031,1646931790032,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931790030,1646931790032,5435047008086150164,true
UNKNOWN,1646931790033,1646931790034,1646931790034,1646931790034,1646931790034,1646931790034,1646931790034,1646931790034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931790033,1646931790034,6453828667344699590,true
UNKNOWN,1646931784547,1646931784548,1646931784548,1646931784548,1646931784548,1646931784548,1646931784548,1646931784549,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931784547,1646931784549,6840979752689747040,true
UNKNOWN,1646931790114,1646931790115,1646931790115,1646931790116,1646931790116,1646931790116,1646931790116,1646931790116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646931790114,1646931790116,8385384511208114462,true
